id,bi_sponsor_bi,bi_sponsor_count,cosponsor_count,cosponsor_normalized,cosponsor_rank,dw_nominate,missed_votes_pct,name,party,seniority,sponsor_count,sponsor_normalized,sponsor_rank,state,top_cosponsor_subjects,top_cosponsor_subjects_1_text,top_cosponsor_subjects_1_count,top_cosponsor_subjects_2_text,top_cosponsor_subjects_2_count,top_cosponsor_subjects_3_text,top_cosponsor_subjects_3_count,top_cosponsor_subjects_4_text,top_cosponsor_subjects_4_count,top_cosponsor_subjects_5_text,top_cosponsor_subjects_5_count,top_sponsor_subjects,top_sponsor_subjects_1_text,top_sponsor_subjects_1_count,top_sponsor_subjects_2_text,top_sponsor_subjects_2_count,top_sponsor_subjects_3_text,top_sponsor_subjects_3_count,top_sponsor_subjects_4_text,top_sponsor_subjects_4_count,top_sponsor_subjects_5_text,top_sponsor_subjects_5_count,total_votes,votes_with_party_pct,color,size,bi_pct,chamber,congress
W000810,2,25,87,0.486182441,15,,1.36,Rob Woodall,R,6,25,0.32,56,GA,"[(Health, 14), (International affairs, 13), (Armed forces and national security, 8), (Government operations and politics, 7), (Economics and public finance, 7)]",Health,14,International affairs,13,Armed forces and national security,8,Government operations and politics,7,Economics and public finance,7,"[(Congress, 19), (None, 2), (Economics and public finance, 1), (Taxation, 1), (Transportation and public works, 1)]",Congress,19,None,2,Economics and public finance,1,Taxation,1,Transportation and public works,1,1325,93.5,red,20,0.08,house,114
W000816,4,20,198,0.484418655,16,,6.34,Roger Williams,R,4,20,0.164285714,216,TX,"[(Health, 36), (Finance and financial sector, 31), (Taxation, 24), (International affairs, 21), (Crime and law enforcement, 12)]",Health,36,Finance and financial sector,31,Taxation,24,International affairs,21,Crime and law enforcement,12,"[(Taxation, 8), (Finance and financial sector, 5), (Animals, 1), (Water resources development, 1), (Immigration, 1)]",Taxation,8,Finance and financial sector,5,Animals,1,Water resources development,1,Immigration,1,1325,96.13,red,20,0.2,house,114
W000815,5,14,184,0.398242368,126,,1.43,Brad Wenstrup,R,4,14,0.224489796,136,OH,"[(Health, 50), (Armed forces and national security, 21), (Taxation, 14), (International affairs, 13), (Crime and law enforcement, 12)]",Health,50,Armed forces and national security,21,Taxation,14,International affairs,13,Crime and law enforcement,12,"[(Armed forces and national security, 9), (Congress, 2), (Energy, 1), (Health, 1), (Crime and law enforcement, 1)]",Armed forces and national security,9,Congress,2,Energy,1,Health,1,Crime and law enforcement,1,1325,95.41,red,20,0.357142857,house,114
W000814,1,14,374,0.375924451,179,,0.6,Randy Weber,R,4,14,0.173469388,211,TX,"[(International affairs, 111), (Immigration, 34), (Crime and law enforcement, 27), (Health, 24), (Armed forces and national security, 18)]",International affairs,111,Immigration,34,Crime and law enforcement,27,Health,24,Armed forces and national security,18,"[(Transportation and public works, 3), (Crime and law enforcement, 2), (International affairs, 2), (Taxation, 2), (Families, 1)]",Transportation and public works,3,Crime and law enforcement,2,International affairs,2,Taxation,2,Families,1,1325,92.86,red,20,0.071428571,house,114
N000181,11,21,190,0.440014931,56,,0.3,Devin Nunes,R,14,21,0.265306122,94,CA,"[(Health, 45), (Taxation, 31), (Armed forces and national security, 19), (International affairs, 16), (Government operations and politics, 9)]",Health,45,Taxation,31,Armed forces and national security,19,International affairs,16,Government operations and politics,9,"[(Armed forces and national security, 6), (Taxation, 5), (International affairs, 3), (Health, 3), (Public lands and natural resources, 2)]",Armed forces and national security,6,Taxation,5,International affairs,3,Health,3,Public lands and natural resources,2,1325,95.31,red,20,0.523809524,house,114
N000182,3,12,224,0.432624113,68,,0.83,Randy Neugebauer,R,14,12,0.380952381,29,TX,"[(Finance and financial sector, 35), (Health, 25), (Taxation, 24), (Armed forces and national security, 14), (Government operations and politics, 14)]",Finance and financial sector,35,Health,25,Taxation,24,Armed forces and national security,14,Government operations and politics,14,"[(Finance and financial sector, 5), (Emergency management, 1), (Water resources development, 1), (Taxation, 1), (Transportation and public works, 1)]",Finance and financial sector,5,Emergency management,1,Water resources development,1,Taxation,1,Transportation and public works,1,1325,95.97,red,20,0.25,house,114
N000184,10,24,196,0.430597771,74,,2.49,Kristi Noem,R,6,24,0.232142857,128,SD,"[(Taxation, 46), (Health, 40), (Armed forces and national security, 18), (Crime and law enforcement, 10), (Government operations and politics, 8)]",Taxation,46,Health,40,Armed forces and national security,18,Crime and law enforcement,10,Government operations and politics,8,"[(Health, 6), (Taxation, 4), (Public lands and natural resources, 3), (Agriculture and food, 2), (Social welfare, 2)]",Health,6,Taxation,4,Public lands and natural resources,3,Agriculture and food,2,Social welfare,2,1325,94.81,red,20,0.416666667,house,114
N000185,1,7,215,0.390697674,147,,13.58,Richard Nugent,R,6,7,0.142857143,228,FL,"[(Health, 39), (Armed forces and national security, 38), (Taxation, 17), (Crime and law enforcement, 16), (International affairs, 16)]",Health,39,Armed forces and national security,38,Taxation,17,Crime and law enforcement,16,International affairs,16,"[(Crime and law enforcement, 3), (Armed forces and national security, 1), (Public lands and natural resources, 1), (Congress, 1), (Taxation, 1)]",Crime and law enforcement,3,Armed forces and national security,1,Public lands and natural resources,1,Congress,1,Taxation,1,1325,92.75,red,20,0.142857143,house,114
N000186,0,0,26,0.29787234,247,,NA,Alan Nunnelee,R,6,0,0,251,MS,"[(Health, 10), (Taxation, 4), (Education, 2), (Emergency management, 1), (Government operations and politics, 1)]",Health,10,Taxation,4,Education,2,Emergency management,1,Government operations and politics,1,[],,,,,,,,,,,,NA,red,20,,house,114
K000387,8,14,197,0.493429816,11,,1.51,Steve Knight,R,2,14,0.244897959,112,CA,"[(Health, 33), (Armed forces and national security, 31), (Government operations and politics, 18), (Commerce, 14), (International affairs, 14)]",Health,33,Armed forces and national security,31,Government operations and politics,18,Commerce,14,International affairs,14,"[(Commerce, 3), (Water resources development, 2), (Energy, 2), (Transportation and public works, 2), (Public lands and natural resources, 2)]",Commerce,3,Water resources development,2,Energy,2,Transportation and public works,2,Public lands and natural resources,2,1325,95.71,red,20,0.571428571,house,114
H000324,7,26,815,0.637090982,170,,15.47,Alcee Hastings,D,24,26,0.222222222,129,FL,"[(Health, 172), (Crime and law enforcement, 72), (International affairs, 65), (Education, 61), (Armed forces and national security, 51)]",Health,172,Crime and law enforcement,72,International affairs,65,Education,61,Armed forces and national security,51,"[(International affairs, 7), (Health, 6), (Crime and law enforcement, 2), (Armed forces and national security, 2), (Education, 2)]",International affairs,7,Health,6,Crime and law enforcement,2,Armed forces and national security,2,Education,2,1325,94.46,blue,20,0.269230769,house,114
K000385,0,16,328,0.723402182,72,,8.38,Robin Kelly,D,4,16,0.243055556,119,IL,"[(Health, 62), (Crime and law enforcement, 44), (International affairs, 31), (Government operations and politics, 27), (Armed forces and national security, 26)]",Health,62,Crime and law enforcement,44,International affairs,31,Government operations and politics,27,Armed forces and national security,26,"[(Health, 5), (Crime and law enforcement, 4), (Social welfare, 2), (Commerce, 1), (Taxation, 1)]",Health,5,Crime and law enforcement,4,Social welfare,2,Commerce,1,Taxation,1,1325,96.87,blue,20,0,house,114
P000373,9,24,129,0.40870856,107,,2.64,Joe Pitts,R,20,24,0.202380952,164,PA,"[(International affairs, 29), (Health, 17), (Armed forces and national security, 9), (Taxation, 8), (Civil rights and liberties, minority issues, 8)]",International affairs,29,Health,17,Armed forces and national security,9,Taxation,8,"Civil rights and liberties, minority issues",8,"[(Health, 13), (International affairs, 4), (Crime and law enforcement, 2), (Sports and recreation, 2), (Families, 1)]",Health,13,International affairs,4,Crime and law enforcement,2,Sports and recreation,2,Families,1,1325,96.05,red,20,0.375,house,114
K000382,8,19,445,0.760531409,47,,0.83,Ann Kuster,D,4,19,0.339181287,50,NH,"[(Health, 74), (Armed forces and national security, 61), (Taxation, 44), (Education, 33), (International affairs, 25)]",Health,74,Armed forces and national security,61,Taxation,44,Education,33,International affairs,25,"[(Armed forces and national security, 4), (Health, 3), (Commerce, 2), (Crime and law enforcement, 2), (Education, 2)]",Armed forces and national security,4,Health,3,Commerce,2,Crime and law enforcement,2,Education,2,1325,94.22,blue,20,0.421052632,house,114
F000043,0,9,285,0.691217131,114,,24.02,Chaka Fattah,D,22,9,0.222222222,129,PA,"[(Health, 65), (Crime and law enforcement, 24), (Education, 21), (Armed forces and national security, 19), (Government operations and politics, 18)]",Health,65,Crime and law enforcement,24,Education,21,Armed forces and national security,19,Government operations and politics,18,"[(Education, 4), (Health, 2), (Crime and law enforcement, 1), (Economics and public finance, 1), (Congress, 1)]",Education,4,Health,2,Crime and law enforcement,1,Economics and public finance,1,Congress,1,1045,96.22,blue,20,0,house,114
K000380,2,20,280,0.783754593,29,,3.02,Dan Kildee,D,4,20,0.272222222,86,MI,"[(Health, 49), (International affairs, 23), (Finance and financial sector, 21), (Government operations and politics, 19), (Armed forces and national security, 18)]",Health,49,International affairs,23,Finance and financial sector,21,Government operations and politics,19,Armed forces and national security,18,"[(Environmental protection, 5), (International affairs, 3), (Education, 3), (Armed forces and national security, 2), (Public lands and natural resources, 2)]",Environmental protection,5,International affairs,3,Education,3,Armed forces and national security,2,Public lands and natural resources,2,1325,96.97,blue,20,0.1,house,114
S000051,3,10,129,0.370993458,193,,2.94,Mark Sanford,R,4,10,0.142857143,228,SC,"[(Health, 19), (Immigration, 12), (Economics and public finance, 11), (Government operations and politics, 10), (Crime and law enforcement, 10)]",Health,19,Immigration,12,Economics and public finance,11,Government operations and politics,10,Crime and law enforcement,10,"[(Economics and public finance, 3), (Taxation, 2), (Transportation and public works, 1), (International affairs, 1), (Labor and employment, 1)]",Economics and public finance,3,Taxation,2,Transportation and public works,1,International affairs,1,Labor and employment,1,1325,85.15,red,20,0.3,house,114
V000081,0,18,284,0.761304381,45,,1.67,Nydia Velázquez,D,24,18,0.419753086,25,NY,"[(Health, 33), (International affairs, 29), (Crime and law enforcement, 24), (Government operations and politics, 22), (Education, 18)]",Health,33,International affairs,29,Crime and law enforcement,24,Government operations and politics,22,Education,18,"[(Commerce, 5), (Housing and community development, 3), (Finance and financial sector, 3), (Crime and law enforcement, 2), (Health, 2)]",Commerce,5,Housing and community development,3,Finance and financial sector,3,Crime and law enforcement,2,Health,2,1320,95.99,blue,20,0,house,114
V000128,3,17,495,0.612626656,185,,3.02,Chris Van Hollen,D,14,17,0.222222222,129,MD,"[(Health, 71), (Crime and law enforcement, 63), (Taxation, 43), (Armed forces and national security, 34), (Government operations and politics, 34)]",Health,71,Crime and law enforcement,63,Taxation,43,Armed forces and national security,34,Government operations and politics,34,"[(Economics and public finance, 3), (Taxation, 2), (Transportation and public works, 2), (Health, 2), (Education, 2)]",Economics and public finance,3,Taxation,2,Transportation and public works,2,Health,2,Education,2,1325,97.28,blue,20,0.176470588,house,114
V000129,3,7,248,0.390757264,146,,0.6,David Valadao,R,4,7,0.285714286,72,CA,"[(Health, 44), (Armed forces and national security, 31), (Taxation, 25), (Public lands and natural resources, 15), (Government operations and politics, 14)]",Health,44,Armed forces and national security,31,Taxation,25,Public lands and natural resources,15,Government operations and politics,14,"[(Water resources development, 3), (Taxation, 2), (Government operations and politics, 1), (Armed forces and national security, 1)]",Water resources development,3,Taxation,2,Government operations and politics,1,Armed forces and national security,1,,,1325,91.57,red,20,0.428571429,house,114
A000055,0,5,129,0.430260047,75,,1.66,Robert Aderholt,R,20,5,0.2,168,AL,"[(Health, 28), (International affairs, 16), (Taxation, 12), (Crime and law enforcement, 10), (Armed forces and national security, 7)]",Health,28,International affairs,16,Taxation,12,Crime and law enforcement,10,Armed forces and national security,7,"[(Agriculture and food, 2), (Economics and public finance, 1), (Health, 1), (International affairs, 1)]",Agriculture and food,2,Economics and public finance,1,Health,1,International affairs,1,,,1325,94.4,red,20,0,house,114
M001163,3,12,408,0.718295814,76,,0.83,Doris Matsui,D,12,12,0.240740741,121,CA,"[(Health, 103), (Education, 28), (Crime and law enforcement, 27), (Government operations and politics, 26), (Armed forces and national security, 23)]",Health,103,Education,28,Crime and law enforcement,27,Government operations and politics,26,Armed forces and national security,23,"[(Health, 3), (Science, technology, communications, 3), (Water resources development, 2), (Transportation and public works, 2), (Finance and financial sector, 1)]",Health,3,"Science, technology, communications",3,Water resources development,2,Transportation and public works,2,Finance and financial sector,1,1325,97.18,blue,20,0.25,house,114
M001160,3,16,582,0.634406313,173,,8.3,Gwen Moore,D,12,16,0.263888889,93,WI,"[(Health, 101), (Crime and law enforcement, 62), (International affairs, 42), (Taxation, 41), (Education, 41)]",Health,101,Crime and law enforcement,62,International affairs,42,Taxation,41,Education,41,"[(Finance and financial sector, 4), (Crime and law enforcement, 3), (Social welfare, 2), (Transportation and public works, 2), (Education, 2)]",Finance and financial sector,4,Crime and law enforcement,3,Social welfare,2,Transportation and public works,2,Education,2,1325,95.39,blue,20,0.1875,house,114
